 CONJUNTO, EVALUADOR, BUSQUEDA, CLASIFICADOR, ATTR, %ICC, NTI, ICC, ICI, ROC, F-STAT, PROM, MIN,  MAX, SD, MAX-MIN, FEAT1, FEAT2, FEAT3, FEAT4, FEAT5, FEAT6, FEAT7, FEAT8, FEAT9, FEAT10
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,PART,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,PART,4,75.6757,37,28,9,0.66912,0.74334,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,PART,3,78.3784,37,29,8,0.70735,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,PART,2,78.3784,37,29,8,0.69412,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,PART,1,78.3784,37,29,8,0.72353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,4,81.0811,37,30,7,0.79412,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,3,78.3784,37,29,8,0.76912,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,2,75.6757,37,28,9,0.74853,0.75347,75.6757,75.6757,75.6757,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,Ridor,1,70.2703,37,26,11,0.68971,0.69359,70.2703,70.2703,70.2703,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,4,75.6757,37,28,9,0.66912,0.74334,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,3,78.3784,37,29,8,0.70735,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,2,78.3784,37,29,8,0.69412,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48,1,78.3784,37,29,8,0.72353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,4,78.3784,37,29,8,0.825,0.78378,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,3,72.973,37,27,10,0.76029,0.72772,72.973,72.973,72.973,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,2,70.2703,37,26,11,0.79853,0.70182,70.2703,70.2703,70.2703,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,ADTree,1,67.5676,37,25,12,0.75,0.67326,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,4,70.2703,37,26,11,0.69706,0.70182,70.2703,70.2703,70.2703,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,3,70.2703,37,26,11,0.78382,0.70182,70.2703,70.2703,70.2703,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,2,67.5676,37,25,12,0.71029,0.67326,67.5676,67.5676,67.5676,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,BFTree,1,67.5676,37,25,12,0.67353,0.6688,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,4,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,3,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,2,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,DecisionStump,1,78.3784,37,29,8,0.72353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,4,72.973,37,27,10,0.75294,0.72772,72.973,72.973,72.973,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,3,72.973,37,27,10,0.75294,0.72772,72.973,72.973,72.973,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,2,67.5676,37,25,12,0.75588,0.67568,67.5676,67.5676,67.5676,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,FT,1,67.5676,37,25,12,0.75588,0.67568,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,4,75.6757,37,28,9,0.66912,0.74334,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,3,78.3784,37,29,8,0.70735,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,2,78.3784,37,29,8,0.69412,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,J48graft,1,78.3784,37,29,8,0.72353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,4,72.973,37,27,10,0.79118,0.73012,72.973,72.973,72.973,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,3,67.5676,37,25,12,0.75882,0.67615,67.5676,67.5676,67.5676,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,2,64.8649,37,24,13,0.74559,0.64916,64.8649,64.8649,64.8649,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LADTree,1,67.5676,37,25,12,0.75441,0.67615,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,4,78.3784,37,29,8,0.68235,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,3,78.3784,37,29,8,0.65882,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,2,78.3784,37,29,8,0.64412,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,LMT,1,72.973,37,27,10,0.74412,0.724,72.973,72.973,72.973,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,InfoGainAttributeEval,Ranker,NBTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
